:mode=ask
:IOAccess;Application;Topic;AdviseActive;DDEProtocol
"plc9";"finsgtwy";"plc9";Yes;No
"plc8";"finsgtwy";"plc8";Yes;No
"plc1";"finsgtwy";"plc1";Yes;No
"plc6";"finsgtwy";"plc6";Yes;No
"plc5";"finsgtwy";"plc5";Yes;No
"plc4";"finsgtwy";"plc4";Yes;No
"plc3";"finsgtwy";"plc3";Yes;No
"plc2";"finsgtwy";"plc2";Yes;No
"MODBUS_STATUS";"VIEW";"IOSTATUS";Yes;No
"INT";"modbus";"INT";Yes;Yes
"plc7";"finsgtwy";"plc7";Yes;No
"INTOUCH";"finsgtwy";"INTOUCH";Yes;No
:MemoryDisc;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;InitialDisc;OffMsg;OnMsg;AlarmState;AlarmPri;AlarmComment;AlarmAckModel;DSCAlarmDisable;DSCAlarmInhibitor
"Mikon_V1V2\F12";"$System";"Нет связи с контроллером";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4602.05";Yes;"1-В2 : Нет связи с контроллером";0;0;""
"Mikon_V1V2\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.13";Yes;"1-В2 : Неготовность";0;0;""
"Mikon_V1V2\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.04";Yes;"1-В2 : Пуск";0;0;""
"Mikon_V1V2\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.05";Yes;"1-В2 : Работа";0;0;""
"Mikon_V1V2\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.14";Yes;"1-В2 : Авария";0;0;""
"Mikon_V1V2\F18";"$System";"Запущен по метану";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.03";Yes;"1-В2 : Запущен по метану";0;0;""
"Mikon_V1V2\F19";"$System";"Запущен по пожару";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.09";Yes;"1-В2 : Запущен по пожару";0;0;""
"Mikon_V1V2\ON";"$System";"Включить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.08";No;"1-В2 : Включить";0;0;""
"Mikon_V1V2\OFF";"$System";"Выключить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.09";No;"1-В2 : Выключить";0;0;""
"Mikon_V1_1V2\F02";"$System";"Нажата кнопка ''СТОП''";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4666.01";Yes;"1.1-В2 : Нажата кнопка ''СТОП''";0;0;""
"Mikon_V1_1V2\F06";"$System";"Нет исполнения команд";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4666.02";Yes;"1.1-В2 : Нет исполнения команд";0;0;""
"Mikon_V1_1V2\F12";"$System";"Нет связи с контроллером";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4602.05";Yes;"1.1-В2 : Нет связи с контроллером";0;0;""
"Mikon_V1_1V2\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.13";Yes;"1.1-В2 : Неготовность";0;0;""
"Mikon_V1_1V2\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.04";Yes;"1.1-В2 : Пуск";0;0;""
"Mikon_V1_1V2\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.05";Yes;"1.1-В2 : Работа";0;0;""
"Mikon_V1_1V2\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.14";Yes;"1.1-В2 : Авария";0;0;""
"Mikon_V1_1V2\F17";"$System";"Пожар на 1Р для вентиляторов";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.15";Yes;"1.1-В2 : Пожар на 1Р для вентиляторов";0;0;""
"Mikon_V1_1V2\ON";"$System";"Включить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.12";No;"1.1-В2 : Включить";0;0;""
"Mikon_V1_1V2\OFF";"$System";"Выключить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.13";No;"1.1-В2 : Выключить";0;0;""
"Mikon_V1\F02";"$System";"Нажата кнопка ''СТОП''";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4665.11";Yes;"В1 : Нажата кнопка ''СТОП''";0;0;""
"Mikon_V1\F06";"$System";"Нет исполнения команд";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4665.12";Yes;"В1 : Нет исполнения команд";0;0;""
"Mikon_V1\F12";"$System";"Нет связи с контроллером";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4602.05";Yes;"В1 : Нет связи с контроллером";0;0;""
"Mikon_V1\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.07";Yes;"В1 : Неготовность";0;0;""
"Mikon_V1\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.10";Yes;"В1 : Работа";0;0;""
"Mikon_V1\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.06";Yes;"В1 : Авария";0;0;""
"Mikon_V1\ON";"$System";"Включить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.00";No;"В1 : Включить";0;0;""
"Mikon_V1\OFF";"$System";"Выключить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.01";No;"В1 : Выключить";0;0;""
"Mikon_V1R\F02";"$System";"Нажата кнопка ''СТОП''";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4666.11";Yes;"В1P : Нажата кнопка ''СТОП''";0;0;""
"Mikon_V1R\F06";"$System";"Нет исполнения команд";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4666.12";Yes;"В1P : Нет исполнения команд";0;0;""
"Mikon_V1R\F12";"$System";"Нет связи с контроллером";No;No;0;No;Off;"";"";On;320;Direct;"plc7";No;"4602.05";Yes;"В1P : Нет связи с контроллером";0;0;""
"Mikon_V1R\F13";"$System";"Неготовность";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.07";Yes;"В1P : Неготовность";0;0;""
"Mikon_V1R\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.10";Yes;"В1P : Работа";0;0;""
"Mikon_V1R\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.06";Yes;"В1P : Авария";0;0;""
"Mikon_V1R\F17";"$System";"Пожар на 1Р для вентиляторов";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4665.15";Yes;"В1Р : Пожар на 1Р для вентиляторов";0;0;""
"Mikon_V1R\ON";"$System";"Включить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.04";No;"В1P : Включить";0;0;""
"Mikon_V1R\OFF";"$System";"Выключить";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"3864.07";No;"В1P : Выключить";0;0;""
"Mikon_V1_1V2\F18";"$System";"Запущен по метану";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.03";Yes;"1.1-В2 : Запущен по метану";0;0;""
"Mikon_V1_1V2\F19";"$System";"Запущен по пожару";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4666.09";Yes;"1.1-В2 : Запущен по пожару";0;0;""
"N203\FRM";"$System";"местный";No;No;0;No;Off;"OFF";"ON";On;620;Direct;"plc8";No;"w6.11";Yes;"Н 203: Режим ""Местный"" с терминала";0;0;""
"N203\FRDB";"$System";"дистанция без блокировки";No;No;0;No;Off;"OFF";"ON";On;620;Direct;"plc8";No;"w6.12";Yes;"Н 203: Режим ""Дистанция"" без блокировки с терминала";0;0;""
"N203\FRD";"$System";"дистанция";No;No;0;No;Off;"OFF";"ON";On;620;Direct;"plc8";No;"w6.10";Yes;"Н 203: Режим ""Дистанция"" с терминала";0;0;""
"N203\FRA";"$System";" автомат";No;No;0;No;Off;"OFF";"ON";On;620;Direct;"plc8";No;"4503.15";Yes;"Н 203: Режим ""Автомат"" с терминала";0;0;""
"K81\F44";"$System";"Заштыбовка поз. 88";No;No;0;No;Off;"-";"+";On;620;Direct;"plc3";No;"5249.14";No;"К 81 : Заштыбовка поз. 88";0;0;""
"Mikon_P1\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.02";Yes;"Метан : Вентилятор П1 Работа";0;0;""
"Mikon_P1\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.03";Yes;"Метан : Вентилятор П1 Авария";0;0;""
"Mikon_P2\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.04";Yes;"Метан : Вентилятор П1/1 Работа";0;0;""
"Mikon_P2\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.05";Yes;"Метан : Вентилятор П1/1 Авария";0;0;""
"Mikon_P1R\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.00";Yes;"Метан : Вентилятор П1Р Работа";0;0;""
"Mikon_P1R\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.01";Yes;"Метан : Вентилятор П1Р Авария";0;0;""
"Mikon_P1\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.07";Yes;"Метан : Вентилятор П1 Пуск";0;0;""
"Mikon_P2\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.08";Yes;"Метан : Вентилятор П1/1 Пуск";0;0;""
"Mikon_P1R\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"4651.06";Yes;"Метан : Вентилятор П1Р Пуск";0;0;""
"Mikon_9P1\F14";"$System";"Пуск";No;No;0;No;Off;"";"";On;620;Direct;"plc6";No;"5639.02";Yes;"Метан : Вентилятор 9П1 Пуск";0;0;""
"Mikon_9P1\F15";"$System";"Работа";No;No;0;No;Off;"";"";On;620;Direct;"plc6";No;"5639.00";Yes;"Метан : Вентилятор 9П1 Работа";0;0;""
"Mikon_9P1\F16";"$System";"Авария";No;No;0;No;Off;"";"";On;620;Direct;"plc6";No;"5639.01";Yes;"Метан : Вентилятор 9П1 Авария";0;0;""
"Mikon_V1_1V2\F20";"$System";"Запущен по метану AC-9";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"5822.00";No;"1.1-В2 : Запущен по метану AC-9";0;0;""
"Mikon_V1V2\F20";"$System";"Запущен по метану АС-9";No;No;0;No;Off;"";"";On;620;Direct;"plc7";No;"5822.00";No;"1-В2 : Запущен по метану АС-9";0;0;""
"off_GR76";"$System";"AccessLevel";No;No;0;No;Off;"";"";On;450;Direct;"plc3";No;"3886.01";Yes;"Гр 76 : Выключить (plc)";0;0;""
"off_Sp99";"$System";"AccessLevel";No;No;0;No;Off;"";"";On;450;Direct;"plc3";No;"3930.01";Yes;"Сп 99 : Выключить (plc)";0;0;""
"Z821\ALARM";"$System";"Уровень > 85%";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"4450.10";Yes;"Зф 821 : Уровень > 85%";0;0;""
"Z821\ALARMOFF";"$System";"Уровень > 85% - Выключить";No;No;0;No;Off;"";"";On;520;Direct;"plc9";No;"3915.10";No;"Зф 821 : Уровень > 85% - Выключить";0;0;""
"Z821\F03";"$System";"Оповещение по уровню включено";No;No;0;No;Off;"";"";On;720;Direct;"plc9";No;"4450.11";Yes;"Зф 821 : Оповещение по уровню включено";0;0;""
"Z821\F03ON";"$System";"Включить оповещение по уровню";No;No;0;No;Off;"";"";On;720;Direct;"plc9";No;"3915.11";No;"Зф 821 : Включить оповещение по уровню";0;0;""
"Z821\F03OFF";"$System";"Выключить оповещение по уровню";No;No;0;No;Off;"";"";On;720;Direct;"plc9";No;"3915.12";No;"Зф 821 : Выключить оповещение по уровню";0;0;""
"MH2\RESET\401";"$System";"Сброс счетчика моточасов 401";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.05";No;"МЧ : Сброс счетчика моточасов 401";0;0;""
"MH2\RESET\419";"$System";"Сброс счетчика моточасов 419";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.06";No;"МЧ : Сброс счетчика моточасов 419";0;0;""
"MH2\RESET\421";"$System";"Сброс счетчика моточасов 421";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.07";No;"МЧ : Сброс счетчика моточасов 421";0;0;""
"MH2\RESET\1R";"$System";"Сброс счетчика моточасов 1Р";No;No;0;No;Off;"";"";On;520;Direct;"plc5";No;"6016.08";No;"МЧ : Сброс счетчика моточасов 1Р";0;0;""
"P101\F25";"$System";"Автоуправление по потоку - ВКЛЮЧЕНО";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"5017.08";Yes;"П 101 : Автоуправление по потоку - ВКЛЮЧЕНО";0;0;""
"P101\F25ON";"$System";"Автоуправление по потоку - ВКЛЮЧИТЬ";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"5017.06";No;"П 101 : Автоуправление по потоку - ВКЛЮЧИТЬ";0;0;""
"P101\F25OFF";"$System";"Автоуправление по потоку - ВЫКЛЮЧИТЬ";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"5017.07";No;"П 101 : Автоуправление по потоку - ВЫКЛЮЧИТЬ";0;0;""
"K1\F24";"$System";"Останов по превышению массы";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"4866.07";Yes;"K 1 : Останов по превышению массы";0;0;""
"K1\F25";"$System";"Блокировка по превышению массы включена";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"5017.10";Yes;"К 1 : Блокировка по превышению массы включена";0;0;""
"K1\F25ON";"$System";"Включить блокировку по превышению массы";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"5017.11";No;"К 1 : Включить блокировку по превышению массы";0;0;""
"K1\F25OFF";"$System";"Выключить блокировку по превышению массы";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"5017.12";No;"К 1 : Выключить блокировку по превышению массы";0;0;""
"K1\F26";"$System";"Превышение массы";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"3809.09";Yes;"К 1 : Превышение массы";0;0;""
"K401O\ON1";"$System";"Пускатель на 1 путь ВКЛЮЧИТЬ";No;No;0;No;Off;"";"";On;350;Direct;"plc1";No;"4743.02";Yes;"К 401.2 : Пускатель на 1 путь ВКЛЮЧИТЬ";0;0;""
"K401O\ON2";"$System";"Пускатель на 2 путь ВКЛЮЧИТЬ";No;No;0;No;Off;"";"";On;350;Direct;"plc1";No;"4743.03";Yes;"К 401.2 : Пускатель на 2 путь ВКЛЮЧИТЬ";0;0;""
"K401O\OFF";"$System";"Выключить";No;No;0;No;Off;"";"";On;350;Direct;"plc1";No;"4743.04";Yes;"К 401.2 : Выключить";0;0;""
"K401O\RM";"$System";"Режим ''Местный''";No;No;0;No;Off;"";"";On;350;Direct;"plc1";No;"4743.05";Yes;"К 401.2 : Режим ''Местный''";0;0;""
"K401O\RD";"$System";"Режим ''Дистанция без блокировок''";No;No;0;No;Off;"";"";On;350;Direct;"plc1";No;"4743.06";Yes;"К 401.2 : Режим ''Дистанция без блокировок''";0;0;""
"K401O\RDB";"$System";"Режим ''Автомат''";No;No;0;No;Off;"";"";On;350;Direct;"plc1";No;"4743.08";Yes;"К 401.2 : Режим ''Автомат''";0;0;""
"BPR\F01";"$System";"Контроль автомата БПР1 (ЗРУ)";No;No;0;No;Off;"";"";On;520;Direct;"plc7";No;"4601.14";Yes;"БПР : Контроль автомата БПР1 (ЗРУ)";0;0;""
"BPR\F02";"$System";"Контроль автомата БПР2 (РП УП)";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"5015.04";Yes;"БПР : Контроль автомата БПР2 (РП УП)";0;0;""
"BPR\F03";"$System";"Контроль автомата БПР4 (РП ГК)";No;No;0;No;Off;"";"";On;520;Direct;"plc6";No;"5804.12";Yes;"БПР : Контроль автомата БПР4 (РП ГК)";0;0;""
"off_GR88";"$System";"AccessLevel";No;No;0;No;Off;"";"";On;450;Direct;"plc3";No;"3909.09";Yes;"Гр 88 : Выключить (plc)";0;0;""
"K1Force\F03";"$System";"Перемычка на тормоз";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"4866.08";Yes;"К 1 П : Перемычка на тормоз";0;0;""
"K1Force\F02";"$System";"Колодки тормоза зажаты";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"4866.09";Yes;"К 1 П : Колодки тормоза зажаты";0;0;""
"K1Force\F03ON";"$System";"Перемычка на тормоз ВКЛЮЧИТЬ (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"3809.12";No;"К 1 П : Перемычка на тормоз ВКЛЮЧИТЬ (от диспетчера)";0;0;""
"K1Force\F03OFF";"$System";"Перемычка на тормоз ВЫКЛЮЧИТЬ (от диспетчера)";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"3809.13";No;"К 1 П : Перемычка на тормоз ВЫКЛЮЧИТЬ (от диспетчера)";0;0;""
"K195\F15";"$System";"Отключен автомат силовых цепей";No;No;0;No;Off;"";"";On;320;Direct;"plc4";No;"4529.01";No;"К195 : Отключен автомат силовых цепей";0;0;""
"P305\ON_P1";"$System";"Включить питатель с 1 пути";No;No;0;No;Off;"";"";On;850;Direct;"plc7";No;"4612.08";No;"П 305 : Включить питатель с 1 пути";0;0;""
"P305\OFF_P1";"$System";"Выключить питатель с 1 пути";No;No;0;No;Off;"";"";On;850;Direct;"plc7";No;"4612.09";No;"П 305 : Выключить питатель с 1 пути";0;0;""
"K1\F27";"$System";"Негабарит";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"4866.10";Yes;"К 1 : Негабарит";0;0;""
"K1\F28";"$System";"Перемычка на негабарит";No;No;0;No;Off;"";"";On;720;Direct;"plc2";No;"4866.11";Yes;"К 1 : Перемычка на негабарит";0;0;""
"K1\F28ON";"$System";"Включить перемычку на негабарит";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"3809.14";No;"К 1 : Включить перемычку на негабарит";0;0;""
"K1\F28OFF";"$System";"Выключить перемычку на негабарит";No;No;0;No;Off;"";"";On;520;Direct;"plc2";No;"3809.15";No;"К 1 : Выключить перемычку на негабарит";0;0;""
"PRM19\BLOK_PRM_UP";"$System";"Включить блокировку от ПРМ";No;No;0;No;Off;"";"";None;830;Direct;"plc6";No;"4242.03";No;"ПРМ 19 : Включить блокировку от ПРМ";0;0;""
"PRM19\BLOK_PRM_DN";"$System";"Выключить блокировку от ПРМ";No;No;0;No;Off;"";"";None;830;Direct;"plc6";No;"4242.04";No;"ПРМ 19 : Выключить блокировку от ПРМ";0;0;""
